"zip","renter","hs_graduate","college_graduate","median_household_income"
"13863","","","","56094.0"
"13864","0.2654075546719682","","","39057.0"
"13865","0.13234826819192883","0.4292297564186965","0.10621022602589422","60399.0"
"13901","0.3547196061643836","0.3313323458330085","0.15085366804396974","41921.0"
"13902","","","",""
"13903","0.31319406267179767","0.3000235497291781","0.1274040348535992","41556.0"
"13904","0.33337057312032176","0.4317228522603697","0.11014447724095075","41738.0"
"13905","0.49867745448887507","0.29980864475461505","0.15882485366951823","35046.0"
"14001","0.18050617025726837","0.4027614571092832","0.12147473560517039","54698.0"
"14004","0.1548615899911339","0.3854613438909051","0.1496755746178379","66089.0"
"14005","0.159853249475891","0.4276923076923077","0.09384615384615384","59318.0"
"14006","0.159105098855359","0.4161735700197239","0.11763877148492533","53642.0"
"14008","0.14414414414414414","","","55625.0"
"14009","0.20694135115070528","0.39045791061146146","0.10117905127502057","44464.0"
"14011","0.2351359898798229","0.42793761763915034","0.07596127991395536","60307.0"
"14012","0.19320937752627323","0.4681948424068768","0.10945558739255014","52045.0"
"14013","0.12969483568075119","0.4421455938697318","0.07279693486590039","48833.0"
"14020","0.3344","0.3494483699020702","0.1216065451840833","44864.0"
"14024","0.10392482034273079","0.36741767764298094","0.09965337954939342","59338.0"
"14025","0.12850307587149692","0.32639225181598064","0.16029055690072638","62073.0"
"14026","","","","79563.0"
"14028","0.13080771979985703","0.30396902226524686","0.17618586640851888","60625.0"
"14030","0.1594577146546159","0.40350877192982454","0.09523809523809523","56932.0"
"14031","0.18637918523893438","0.23338870431893688","0.2367109634551495","69530.0"
"14032","0.05975125016027696","0.1877293110476967","0.25112107623318386","99194.0"
"14033","0.08309337721102426","0.2575581395348837","0.22034883720930232","86708.0"
"14034","0.12512716174974567","0.42440878378378377","0.11148648648648649","55000.0"
"14035","","","",""
"14036","0.12977550216620717","0.4419739696312364","0.09815618221258135","55744.0"
"14037","","","","68056.0"
"14039","","","","48750.0"
"14040","0.10055096418732783","0.40620689655172415","0.10689655172413794","63214.0"
"14041","","","","47000.0"
"14042","0.246524064171123","0.4250996015936255","0.0800796812749004","35156.0"
"14043","0.24706443086788857","0.4033815045410407","0.15799394527903124","51318.0"
"14047","0.09601536245799328","0.345679012345679","0.1328843995510662","58148.0"
"14048","0.3413886512688908","0.38433425523508497","0.0841564598972738","40804.0"
"14051","0.08233510976384882","0.11353591160220994","0.26947513812154694","107500.0"
"14052","0.12330892391709072","0.22752497225305215","0.2422948860240758","75750.0"
"14054","0.1651821862348178","","","55375.0"
"14055","0.06459627329192547","0.37153088630259623","0.11369740376007162","63242.0"
"14057","0.08893627696939288","0.362631926121372","0.16738126649076518","63497.0"
"14058","0.26147227533460804","0.294862772695285","0.1477832512315271","67155.0"
"14059","0.07254901960784314","0.3118864420270629","0.19965508092332185","78322.0"
"14060","","","",""
"14061","","","","59545.0"
"14062","0.18203470568220484","0.45583666222814023","0.06968486462494451","50469.0"
"14063","0.28289806234203874","0.30163974547234457","0.17156142927068038","49596.0"
"14065","0.13542857142857143","0.4976923076923077","0.07076923076923076","42143.0"
"14066","0.13276026743075453","","","50455.0"
"14067","0.1722590714007023","0.45565500406834825","0.06861947382695958","48246.0"
"14068","0.2083396512509477","0.1955928237129485","0.19442277691107646","59262.0"
"14069","","","","41042.0"
"14070","0.2694530902623388","0.4137795275590551","0.07086614173228346","42575.0"
"14072","0.15918367346938775","0.2405788995315668","0.21960427882262462","78597.0"
"14075","0.1993047230879885","0.27204135362486354","0.189141462788159","62963.0"
"14080","0.10646125546102553","0.39987325728770595","0.13181242078580482","61920.0"
"14081","0.21965897693079237","0.4092116917626218","0.11780336581045173","57019.0"
"14082","","","","44063.0"
"14085","0.026651216685979143","0.27487642381259403","0.20803782505910165","85536.0"
"14086","0.11869427046373145","0.28094048362630497","0.20165967698759704","77999.0"
"14091","","","","61304.0"
"14092","0.14293542789295827","0.22534722222222223","0.20787037037037037","67500.0"
"14094","0.24305871643149748","0.339237483296847","0.13899866374776107","51787.0"
"14098","0.11677852348993288","0.34122287968441817","0.08530571992110454","54148.0"
"14101","0.12006157003591586","0.44939844302901627","0.07218683651804671","53125.0"
"14102","0.034408602150537634","","","95083.0"
"14103","0.2972761886166162","0.41201716738197425","0.10233369098712447","45235.0"
"14105","0.16291049581455247","0.34481716530673917","0.10939860985191902","62985.0"
"14108","0.1461497230659282","0.4134831460674157","0.11510611735330836","50352.0"
"14109","","","",""
"14111","0.1970387243735763","0.35693461057892545","0.12203248646397334","54940.0"
"14112","","","",""
"14113","","","","41359.0"
"14120","0.20715254315199155","0.3130757989707097","0.1684668657475062","56089.0"
"14125","0.2004805125467165","0.36970143752303725","0.10025801695539993","54022.0"
"14126","","","","55893.0"
"14127","0.1456486097634423","0.22241363255424154","0.2435049818418847","84798.0"
"14129","0.21769177608845888","","","43603.0"
"14130","","","","47679.0"
"14131","0.14707563345399124","0.3683127572016461","0.10390946502057613","68869.0"
"14132","0.07323688969258589","0.3972795497185741","0.17940900562851783","60595.0"
"14134","","","","83594.0"
"14135","","","","43250.0"
"14136","0.2160873882820258","0.40344827586206894","0.09942528735632183","43882.0"
"14138","0.14498644986449866","0.4509663564781675","0.08589835361488905","47803.0"
"14139","0.13185378590078328","0.30375223347230496","0.24359737939249554","71250.0"
"14141","0.259869788059288","0.4322545255074054","0.10495520204790638","51194.0"
"14143","0.14470284237726097","","","54758.0"
"14145","0.1141552511415525","0.5021720243266724","0.0738488271068636","56333.0"
"14150","0.23622394049133796","0.31295811940973234","0.16826503923278116","51302.0"
"14167","0.21501128668171557","0.41640625","0.1","59306.0"
"14168","","","",""
"14169","","","","32407.0"
"14170","0.08842443729903537","0.3747030878859858","0.09857482185273159","68333.0"
"14171","0.2214174857734092","0.4131944444444444","0.11388888888888889","44495.0"
"14172","0.1318012842176411","0.3465391621129326","0.16939890710382513","56591.0"
"14173","","","","34598.0"
"14174","0.1150278293135436","0.28894668400520157","0.18283485045513653","66597.0"
"14201","0.7485993845182671","0.25379229871645276","0.11563593932322054","25551.0"
"14202","0.7792486583184257","0.2019704433497537","0.1354679802955665","42336.0"
"14203","1.0","0.19390148553557468","0.25254104769351055","31892.0"
"14204","0.6042710570269625","0.28856382978723405","0.09325132978723404","26269.0"
"14206","0.3653005729824221","0.4071986417657046","0.08054329371816639","35662.0"
"14207","0.6339531986831569","0.32917597866051473","0.09840674789128398","24593.0"
"14208","0.5972371901636132","0.29777199544641403","0.0790372418279395","24036.0"
"14209","0.6637180567256389","0.17466063348416289","0.1942081447963801","31688.0"
"14210","0.5436216459301454","0.38285037164709684","0.09091888398147151","33821.0"
"14211","0.5864200421446968","0.3074690098854543","0.08371253726659345","23881.0"
"14212","0.48633879781420764","0.33270676691729323","0.06275303643724696","23438.0"
"14213","0.6634167201197348","0.2393915701187007","0.14549719240884212","28365.0"
"14214","0.5384239661348095","0.2119205298013245","0.19707970956674378","39433.0"
"14215","0.5254237288135594","0.29253487170656106","0.08692095746512829","31527.0"
"14216","0.4650466788761335","0.21015846237271796","0.2220883292161234","50781.0"
"14217","0.2674544470503338","0.23699798602061367","0.1760454922402559","50434.0"
"14218","0.4404080074183167","0.3692002442002442","0.10576923076923077","36628.0"
"14219","0.3262290677890212","0.41061660865241173","0.1239433117851815","48702.0"
"14220","0.3312815723564121","0.32818463740458015","0.13764312977099236","47088.0"
"14221","0.19440420827933216","0.17734803821915024","0.2568103273022972","77511.0"
"14222","0.5919674039580908","0.0839670129591946","0.3166970118881868","52066.0"
"14223","0.22763163634777298","0.26468966362355245","0.18675326266772868","59326.0"
"14224","0.1718998661176649","0.322286938474928","0.16549507933319943","59875.0"
"14225","0.27590530951798387","0.3565181000209249","0.14040594266582967","47693.0"
"14226","0.2522929048352777","0.16602796478508544","0.25572242361470743","61930.0"
"14227","0.28727190808740705","0.3733221476510067","0.13305369127516778","48941.0"
"14228","0.47375195366369405","0.21954445260837618","0.2497428361498898","48343.0"
"14261","","","",""
"14301","0.6078051927108531","0.3625632377740304","0.08323295591423753","21413.0"
"14302","","","",""
"14303","0.569847392252222","0.4322534878221802","0.09860487112792622","29916.0"
"14304","0.19343460799720621","0.38923471255950204","0.10600512632735262","50072.0"
"14305","0.4415202888793684","0.40413705121195553","0.10297065791871697","32211.0"
"14411","0.2546473361202526","0.4099211498153508","0.0808463918554746","41820.0"
"14414","0.2159024956471271","0.3045706087312974","0.16827218692354992","57273.0"
"14415","","","","37708.0"
"14416","0.20427960057061342","0.3340283569641368","0.14678899082568808","49583.0"
"14418","0.12481644640234948","0.30807577268195413","0.12562313060817548","59236.0"
"14420","0.319684769573411","0.3038238099367034","0.1969132055839764","52232.0"
"14422","0.10172272354388844","0.3822505800464037","0.11194895591647332","63250.0"
"14423","0.19028844158539115","0.3129189518586228","0.13101767215112736","53116.0"
"14424","0.27052676067161024","0.2649611464325361","0.1631345241699465","53490.0"
"14425","0.24595300261096606","0.210221923335575","0.2582380632145259","63354.0"
"14427","0.2268326417704011","0.4776902887139108","0.1062992125984252","51850.0"
"14428","0.10656990068754775","0.28288667016990715","0.14573480469434227","59292.0"
"14432","0.18200408997955012","0.3645106996874249","0.10507333493628276","52565.0"
"14433","0.22598732325694784","0.4181459566074951","0.05483234714003945","51250.0"
"14435","0.09993178717598909","0.284608378870674","0.15710382513661203","60822.0"
"14437","0.22461170848267623","0.39418688445832334","0.07614700936824405","44244.0"
"14441","","","","50625.0"
"14445","0.41328073635765944","0.28722417949193396","0.1600222510661969","48094.0"
"14450","0.1962605371495785","0.16841426583867794","0.28959245308629405","76655.0"
"14454","0.4830805134189031","0.2412914188615123","0.18330501274426508","42323.0"
"14456","0.38040854771295696","0.2960315504067045","0.13975844219866898","45279.0"
"14462","","","","52019.0"
"14464","0.14360313315926893","0.38776810363134423","0.14695264387343385","57736.0"
"14466","0.11218920557913888","0.19638648860958366","0.18224666142969365","55987.0"
"14467","0.2852926709296606","0.2751937984496124","0.1877076411960133","74970.0"
"14468","0.15108232298067872","0.30590650663297536","0.15232154137713202","65810.0"
"14469","0.1522826262300371","0.32623957876261517","0.16498464238701185","60278.0"
"14470","0.18032786885245902","0.41676708555689446","0.09864004131520054","46856.0"
"14471","0.10804931109499638","0.35443037974683544","0.14064697609001406","62791.0"
"14472","0.13804912612187056","0.14017094017094017","0.2788034188034188","85049.0"
"14475","","","","84167.0"
"14476","0.22858411007545495","0.2727882037533512","0.09517426273458444","52386.0"
"14477","0.015704154002026342","0.350337584396099","0.12678169542385595","54290.0"
"14478","","","","91250.0"
"14479","","","",""
"14480","","","","38015.0"
"14481","0.2726763717805151","0.4202363367799114","0.10487444608567208","52212.0"
"14482","0.2853940978707508","0.3760169791298196","0.1561726211531659","52929.0"
"14485","0.22083431534291775","0.33003511011809766","0.16469837216725183","48333.0"
"14486","","","","59615.0"
"14487","0.19308979665287027","0.27903268668615466","0.18044113739038","65652.0"
"14489","0.22349225447435705","0.39189994044073856","0.07921381774865992","46060.0"
"14502","0.1453390622081076","0.25503262529501597","0.1997778703318062","67330.0"
"14504","0.24299599771297883","0.34834123222748814","0.11137440758293839","53144.0"
"14505","0.08824733824733824","0.41662034463590886","0.14758198999444136","58566.0"
"14506","0.0","","","102989.0"
"14507","0.11691348402182385","","","58580.0"
"14510","0.3749716102657279","0.3611438679245283","0.044516509433962265","46063.0"
"14511","","","","45769.0"
"14512","0.15446447968716054","0.354397204426325","0.13366336633663367","52534.0"
"14513","0.2999543100822418","0.39828781084386466","0.08866693844272319","37594.0"
"14514","0.2253857165579768","0.27337962962962964","0.2101851851851852","63155.0"
"14516","0.125103220478943","0.33066818960593947","0.08737864077669903","56316.0"
"14517","0.24030470914127425","0.4816404387219838","0.08392942298521698","40685.0"
"14519","0.11997935838995441","0.3317234067616916","0.14183060431146188","59159.0"
"14521","0.1435089174616342","0.3487544483985765","0.11506524317912219","45945.0"
"14522","0.26071930014040395","0.38009049773755654","0.10159100861188147","46774.0"
"14525","0.1292413267251239","0.43337004405286345","0.1299559471365639","65625.0"
"14526","0.1371100573995508","0.14368058484465063","0.25397160129340646","81596.0"
"14527","0.24033463287849252","0.34930555555555554","0.12905092592592593","46943.0"
"14529","","","",""
"14530","0.2747591522157996","0.34821903242955876","0.10526315789473684","50513.0"
"14532","0.21845949535192563","0.4170171465545131","0.08670333225493368","53177.0"
"14533","0.2287145242070117","0.40819423368740515","0.07966616084977238","60156.0"
"14534","0.07654445636398056","0.10039422990771436","0.32922677179464205","104398.0"
"14536","","","","42438.0"
"14537","","","","67344.0"
"14539","","","","70156.0"
"14541","0.2711722987067167","0.32608695652173914","0.07203114860480207","56745.0"
"14542","","","",""
"14543","0.07347489046174586","0.2354675652906487","0.2552653748946925","81689.0"
"14544","0.13973214285714286","0.27889447236180903","0.11055276381909548","56580.0"
"14545","","","","56667.0"
"14546","0.28585838208593906","0.2810625535561268","0.19765781205369895","56974.0"
"14548","0.13966784644704602","0.3583086053412463","0.10793768545994065","55170.0"
"14549","","","","31944.0"
"14550","0.15029522275899088","0.48117839607201307","0.09901800327332243","54375.0"
"14551","0.20245736291949384","0.43063657113872683","0.10220644179558712","47561.0"
"14555","0.09802073515551367","","","49750.0"
"14559","0.16256815994867957","0.25118984664198835","0.22255798141572863","74260.0"
"14560","0.08532934131736528","0.36803223640026866","0.15782404298186703","54875.0"
"14561","0.07997311827956989","0.3336628769154721","0.15966386554621848","64535.0"
"14564","0.1442917916172676","0.19520110138656702","0.26983970891926445","86336.0"
"14568","0.06257110352673492","0.2744503411675512","0.2378064190042962","74938.0"
"14569","0.31918882072256305","0.39924208649130627","0.08872046366473473","46250.0"
"14571","","","","46900.0"
"14572","0.2076847290640394","0.4075481944067336","0.06407819712191148","41784.0"
"14580","0.17588209554874895","0.21533701287840776","0.24516362825444613","71899.0"
"14585","","","","42188.0"
"14586","0.2246977547495682","0.2762327018675265","0.26494693000134356","77188.0"
"14588","","","","83583.0"
"14589","0.18127544097693352","0.37626214517050866","0.12040388645456278","50167.0"
"14590","0.24351613541872896","0.4380165289256198","0.07495012824166429","44850.0"
"14591","0.12828535669586985","0.3018699910952805","0.16651825467497774","58170.0"
"14592","","","","83702.0"
"14604","1.0","0.30303030303030304","0.05454545454545454","14270.0"
"14605","0.8068349450909686","0.31716530673919613","0.06965850710184346","18318.0"
"14606","0.4246575342465753","0.36099628486212126","0.10538433362984669","37542.0"
"14607","0.7958752321783129","0.15985627141305256","0.3334168964652795","41954.0"
"14608","0.8165022571476341","0.3120076066286335","0.10472697636511817","20047.0"
"14609","0.39537363248655666","0.2926950354609929","0.15166666666666667","41074.0"
"14610","0.3456235476374903","0.14457943058518039","0.27005471575628304","59046.0"
"14611","0.6748058366674512","0.3545632973503435","0.06182531894013739","24924.0"
"14612","0.20165500059319016","0.28244156247573193","0.20381299992234217","61349.0"
"14613","0.5955745780505531","0.35619911917789937","0.08207660483117576","28026.0"
"14614","","","",""
"14615","0.4615917390756832","0.33605611293616267","0.1454319453076445","36250.0"
"14616","0.22807700474201995","0.3334800684764001","0.1471264367816092","46143.0"
"14617","0.107012709981335","0.21515892420537897","0.2661369193154034","60870.0"
"14618","0.18078441695182942","0.1040985317653608","0.27938208892909333","89688.0"
"14619","0.49246299706704866","0.2967143495753241","0.13746088511399196","36176.0"
"14620","0.6400710048115102","0.1645952300974135","0.25932146456163924","40483.0"
"14621","0.647909584302499","0.31186261304598806","0.05171252645757168","24906.0"
"14622","0.198702628883578","0.35567067122230794","0.1873691171608068","49257.0"
"14623","0.43548466986973106","0.19347054648687012","0.21249112845990065","47613.0"
"14624","0.16587471750593963","0.28352475089039175","0.21485453599583818","60443.0"
"14625","0.10571371690224965","0.16693121693121693","0.2698412698412698","72500.0"
"14626","0.21994144997416912","0.29491252405029306","0.17468343102599668","53212.0"
"14627","","","",""
"14701","0.3616872885077364","0.34737647015985146","0.11546444306885628","36552.0"
"14706","0.25192970931187386","0.3520256351567865","0.1373311970702678","50938.0"
"14707","","","","57500.0"
"14708","","","","57031.0"
"14709","0.15631131458469588","0.3998082454458293","0.11025886864813039","44107.0"
"14710","0.1251548946716233","0.36382536382536385","0.08357588357588358","52946.0"
"14711","0.2578046324269889","0.3968871595330739","0.07081712062256809","42361.0"
"14712","0.22531798909751666","0.2792234613795952","0.1470466749277158","48750.0"
"14714","","","","42500.0"
"14715","0.20956553486673968","0.46030098598858327","0.08043591074208614","39444.0"
"14716","0.3818785578747628","0.3442768411712511","0.064773735581189","34597.0"
"14717","","","","40921.0"
"14718","0.1786743515850144","0.35631443298969073","0.11920103092783506","56689.0"
"14719","0.15880597014925374","0.4138364779874214","0.07211740041928721","45893.0"
"14720","","","","39875.0"
"14721","","","",""
"14722","","","","95917.0"
"14723","0.1798165137614679","","","48281.0"
"14724","0.14622057001239158","0.3735255570117955","0.0871559633027523","48036.0"
"14726","0.21190354027706515","0.28873917228103946","0.07218479307025986","34833.0"
"14727","0.16950495049504952","0.3986362444269604","0.11487018095987411","48859.0"
"14728","","","","47750.0"
"14729","","","","55469.0"
"14731","0.169849931787176","0.26537785588752194","0.19156414762741653","61389.0"
"14732","","","","54167.0"
"14733","0.3502667005334011","0.3967766692248657","0.09593246354566386","41377.0"
"14735","0.30434782608695654","0.37626397019691327","0.06865353911655135","38059.0"
"14736","","","","42589.0"
"14737","0.19660433070866143","0.45425867507886436","0.09253417455310199","42835.0"
"14738","0.14156796390298929","0.35986420218785364","0.10486608826857789","47911.0"
"14739","0.26221441124780315","0.4522058823529412","0.050945378151260504","36541.0"
"14740","0.13665086887835703","0.391642371234208","0.11078717201166181","51307.0"
"14741","0.15108551174124946","0.3840719332048812","0.11817597944765575","53333.0"
"14742","","","","78988.0"
"14743","0.2583065380493033","0.38764044943820225","0.08667736757624397","42222.0"
"14744","0.28350515463917525","","","50000.0"
"14747","0.15485921889191645","0.4171741778319123","0.04933008526187576","41702.0"
"14748","","","","35417.0"
"14750","0.25576968831786817","0.25666883539362395","0.1567989590110605","50881.0"
"14752","","","",""
"14753","0.1798631476050831","","","33500.0"
"14754","","","","43375.0"
"14755","0.17479674796747968","0.41079597438243365","0.08874656907593778","44063.0"
"14756","","","",""
"14757","0.16488357457520453","0.3421350433798567","0.14107883817427386","46504.0"
"14760","0.38308679877197876","0.4005681818181818","0.13505835380835382","39821.0"
"14767","0.141051567239636","0.32029950083194675","0.0956738768718802","37174.0"
"14769","","","","37115.0"
"14770","0.2133382461311717","0.43638221768012264","0.11241696474195197","51319.0"
"14772","0.27289141088470464","0.40152121697357884","0.07606084867894315","39697.0"
"14774","","","","41875.0"
"14775","0.24106364428945073","0.4204131227217497","0.07411907654921021","41648.0"
"14777","","","","43177.0"
"14778","","","",""
"14779","0.4466582993410731","0.44216551395182446","0.08681135225375626","32126.0"
"14781","0.12800769971126083","0.4019984627209839","0.0930053804765565","42317.0"
"14782","0.26842306223749524","0.4088669950738916","0.09913793103448276","46433.0"
"14783","","","","31111.0"
"14784","","","","34844.0"
"14787","0.21031096563011456","0.37036069001568217","0.1207527443805541","45728.0"
"14788","","","","62188.0"
"14801","0.2368705035971223","0.43502977801840825","0.07227937195452085","43185.0"
"14802","","","","25156.0"
"14803","","","","47188.0"
"14804","0.1519389701207883","0.33575317604355714","0.14156079854809436","54333.0"
"14805","0.11811023622047244","","","55655.0"
"14806","0.17464788732394365","0.38239247311827956","0.09341397849462366","50662.0"
"14807","0.2093279471171502","0.38636363636363635","0.07878787878787878","51146.0"
"14808","","","","44120.0"
"14809","0.2385438972162741","0.4140715109573241","0.08650519031141868","42217.0"
"14810","0.3545297670405522","0.43530982311714317","0.08944265213038158","40793.0"
"14812","0.10484637313905606","0.38574610244988866","0.08908685968819599","58889.0"
"14813","0.24025974025974026","0.4376701143168209","0.0919978225367447","42059.0"
"14814","0.10118711136235162","0.24508196721311476","0.15491803278688523","62338.0"
"14815","","","","45000.0"
"14816","","","","49083.0"
"14817","0.10780017528483786","0.2613301942319011","0.2012948793407887","49931.0"
"14818","0.10913978494623656","0.42778541953232463","0.11348005502063274","53281.0"
"14819","","","","36375.0"
"14820","","","","42045.0"
"14821","0.11790102955828628","0.39774774774774774","0.1036036036036036","51210.0"
"14822","0.37264150943396224","","","36250.0"
"14823","0.2599106644332775","0.4506565014824227","0.08725116476069462","49360.0"
"14824","","","","43750.0"
"14825","","","","55804.0"
"14826","0.19616104868913858","0.38780804150453957","0.08560311284046693","40170.0"
"14827","","","",""
"14830","0.3227470002552974","0.27910350330021033","0.16689635163559874","53294.0"
"14836","","","","65625.0"
"14837","0.26288372093023255","0.3807415605976757","0.09435528500276702","45990.0"
"14838","0.051818634778276036","0.38482758620689655","0.1103448275862069","55057.0"
"14839","","","","52031.0"
"14840","0.1646035463365674","0.28127623845507976","0.17926112510495382","54500.0"
"14841","","","","78250.0"
"14842","","","","53278.0"
"14843","0.3650373224175295","0.38428899082568807","0.09541284403669725","40511.0"
"14845","0.18995073891625616","0.2904205453225061","0.18980656235558196","63377.0"
"14846","","","","46389.0"
"14847","0.19879518072289157","0.33042973286875726","0.13414634146341464","46406.0"
"14850","0.5194365582004804","0.14972718829811935","0.23743324820060366","48088.0"
"14853","","","",""
"14854","","","",""
"14855","","","","45329.0"
"14856","","","",""
"14858","0.2329440688383528","0.43253234750462105","0.10905730129390019","51023.0"
"14859","","","","50781.0"
"14860","0.14458804523424879","","","53500.0"
"14861","0.1330739299610895","","","49688.0"
"14864","0.09651474530831099","","","64468.0"
"14865","0.33208114199849736","0.4015670910871694","0.07688540646425074","37821.0"
"14867","0.31018920326332233","0.3295568982880161","0.16742195367573012","44306.0"
"14869","0.24433249370277077","","","49231.0"
"14870","0.30424017332095327","0.2875835998836871","0.16196568769991276","62813.0"
"14871","0.09035409035409035","0.3566212268743914","0.09615384615384616","62212.0"
"14872","","","","51958.0"
"14873","0.15706422018348623","0.4080980287693127","0.08843899840170485","46987.0"
"14874","","","","34028.0"
"14877","","","","51094.0"
"14878","","","","69318.0"
"14879","0.19249278152069296","0.4719387755102041","0.06186224489795918","47214.0"
"14880","0.1368102796674225","0.44878957169459965","0.06052141527001862","49922.0"
"14881","","","",""
"14882","0.21697871249038214","0.1563494870887867","0.31906614785992216","69097.0"
"14883","0.2339632685653447","0.4205397301349325","0.14842578710644677","51447.0"
"14884","","","","47500.0"
"14885","","","","47375.0"
"14886","0.16726668512877318","0.20864006199147617","0.15284773343665245","66450.0"
"14889","0.16646191646191646","0.3798245614035088","0.12631578947368421","49853.0"
"14891","0.25680233865527324","0.4356037151702786","0.10371517027863777","44104.0"
"14892","0.2616136919315403","0.3961027457927369","0.09317980513728964","50253.0"
"14893","","","",""
"14894","0.12875536480686695","","","39750.0"
"14895","0.32104421949920087","0.33111913357400724","0.11133574007220216","41102.0"
"14897","","","","45789.0"
"14898","0.1704485488126649","0.4292237442922374","0.05570776255707763","37941.0"
"14901","0.5377214783933296","0.4098468476933195","0.07093864511885746","26766.0"
"14903","0.3023117960877297","0.36045798405234103","0.11040686976078512","49267.0"
"14904","0.4043803418803419","0.4466241784505079","0.0808603863772157","38020.0"
"14905","0.269888231426693","0.20239926176561057","0.2079360196862504","64178.0"
"15001","0.22598385148451905","0.3758846995238708","0.15060266803929137","53652.0"
"15003","0.3630148992112182","0.3935057125676488","0.14371617558628982","39746.0"
"15004","","","","41534.0"
"15005","0.13501499017884835","0.35320058799946547","0.20179072564479486","65327.0"
"15006","","","","93077.0"
"15007","","","",""
"15009","0.2281752709160665","0.3027336860670194","0.22504409171075837","57557.0"
"15010","0.28957818236307786","0.3811714832239053","0.1650209378069586","47473.0"
"15012","0.20499903119550475","0.41405626053775846","0.13630313248735468","56858.0"
"15014","0.29529983792544573","0.4196113074204947","0.11042402826855123","44226.0"
"15015","0.020168067226890758","","","102308.0"
"15017","0.20362533948083117","0.3059900166389351","0.2670549084858569","58165.0"
"15018","","","","50417.0"
"15019","0.1846057571964956","0.5412280701754386","0.0824561403508772","46406.0"
"15020","","","","60385.0"
"15021","0.15535385424888187","0.4607773851590106","0.1302120141342756","51889.0"
"15022","0.2848249821410348","0.4394468501187317","0.12110629976253667","41373.0"
"15024","0.17742517129462676","0.328207381370826","0.19068541300527242","57052.0"
"15025","0.2433105164903547","0.3573445119342972","0.19411412439045256","51611.0"
"15026","0.10715345799940636","0.3812375249500998","0.12255489021956088","69504.0"
"15027","0.16551406177962194","0.43413729128014844","0.10884353741496598","48144.0"
"15028","","","","53438.0"
"15030","0.35499515033947626","","","40556.0"
"15031","","","","51786.0"
"15033","0.344069640914037","0.46449612403100776","0.11875968992248062","34858.0"
"15034","0.26054054054054054","0.48810333106730114","0.14140040788579197","42594.0"
"15035","0.3989563567362429","0.4557867360208062","0.09557867360208062","38977.0"
"15037","0.14186344499359327","0.4024346149210558","0.1587320718331927","57159.0"
"15038","","","",""
"15042","0.21673286991062563","0.37981320661969525","0.17024414222513518","55865.0"
"15043","0.1290483308420528","0.38818297331639134","0.08449809402795426","63750.0"
"15044","0.052290276632431215","0.24840596511566634","0.3044738367497497","94769.0"
"15045","0.403118550791103","0.44980164784864207","0.11718034787915776","31681.0"
"15046","0.12639262389550518","0.36551724137931035","0.1830238726790451","57451.0"
"15047","","","",""
"15049","","","","43571.0"
"15050","0.09328830730265936","0.4169166166766647","0.08518296340731854","54563.0"
"15051","","","","47679.0"
"15052","0.08088863571632014","0.4754920879969124","0.11192589733693555","55096.0"
"15053","","","",""
"15054","","","","53438.0"
"15055","0.29623944742901","0.3748870822041554","0.20596205962059622","52694.0"
"15056","0.31140716069941715","","","44402.0"
"15057","0.11059012659923638","0.36811511339813224","0.22288927005908138","72471.0"
"15059","0.4057711950970378","0.37001162340178223","0.0790391321193336","28993.0"
"15060","","","","53229.0"
"15061","0.21397884996695307","0.39938690606525074","0.16181300634990148","51786.0"
"15062","0.3382293491443202","0.44927791475871787","0.11236350827756252","35447.0"
"15063","0.20962605768355927","0.4296699396663906","0.14196143381048149","54032.0"
"15064","","","","53750.0"
"15065","0.27848650525036883","0.42198915861418806","0.14895121376384635","50342.0"
"15066","0.3271219832539813","0.4199134199134199","0.12332112332112333","45715.0"
"15067","0.24064424443391758","0.47275031685678076","0.09378960709759189","37644.0"
"15068","0.2708881622670601","0.39029693793890136","0.16775389441414465","47216.0"
"15071","0.21760682066025577","0.2751767373616113","0.2460984393757503","62682.0"
"15072","","","",""
"15074","0.31586657651566374","0.4686713079543771","0.10013331358317286","50818.0"
"15075","","","",""
"15076","","","","38066.0"
"15077","","","","27000.0"
"15078","","","",""
"15081","","","","33125.0"
"15082","","","","72109.0"
"15083","","","","38333.0"
"15084","0.3144416456759026","0.492941998602376","0.1259259259259259","43718.0"
"15085","0.17633440514469453","0.36677660128449924","0.20829717063009895","61750.0"
"15086","","","","59623.0"
"15087","","","","79107.0"
"15088","","","","39808.0"
"15089","0.18222666000998503","0.43724326791419443","0.12939297124600638","47076.0"
"15090","0.15101914762198887","0.1148422184278758","0.3708341238221716","120393.0"
"15101","0.13707619394823187","0.23200224971878516","0.27800899887514063","80014.0"
"15102","0.16975403404632758","0.26502870264064293","0.3132950631458094","71527.0"
"15104","0.5411007862759114","0.4342528346589948","0.0724318835674395","25264.0"
"15106","0.35329120589784097","0.3779383902884008","0.18433794119710897","47881.0"
"15108","0.24377920929645067","0.249279978314641","0.28031714837529226","65460.0"
"15110","0.549757733879985","0.4863157894736842","0.08421052631578947","19776.0"
"15112","0.46875","0.41745894554883317","0.14088159031979255","32841.0"
"15116","0.07723869853152894","0.3193594818279957","0.24010435408420294","72708.0"
"15120","0.3258210271104254","0.4170722575814302","0.1391988019468364","41911.0"
"15122","0.21702735810534912","0.3967065868263473","0.15092542188350572","46823.0"
"15126","0.21606852754393738","0.26437487210967875","0.24718641293226928","68690.0"
"15129","0.21024718249834265","0.27667932434201914","0.2546811575225874","65433.0"
