"zip","renter","mortgage","hs_graduate","college_graduate","median_income","household_size"
"28469","0.2672894133071124","0.5467889908256881","0.20041833048108004","0.21296824491348165","","2.21"
"28470","0.26397834406795484","0.5548647808517252","0.3758522375108467","0.0819387628610388","20699.0","2.37"
"28472","0.337163736496505","0.5652844744455159","0.29031065088757396","0.09955621301775149","","2.49"
"28478","0.16869685129855205","0.5495118549511855","0.3637868255544522","0.09467063886130421","","2.6"
"28479","0.2511202724502599","0.6370499419279907","0.24849467345993514","0.24154701250578972","25065.0","2.53"
"28480","0.4823293172690763","","0.0822746521476104","0.45977011494252873","","2.13"
"28501","0.5242505101239994","0.4966460268317853","0.3459216725559482","0.07935806831566548","","2.39"
"28504","0.31275898621952397","0.5798593240693086","0.29102581249164106","0.1064598100842584","","2.47"
"28508","0.43672727272727274","","0.2452054794520548","0.023972602739726026","","3.25"
"28510","0.1493354182955434","","0.22774133083411435","0.16026241799437677","","2.1"
"28511","","","","","","2.32"
"28512","0.3300192431045542","0.5","0.18867924528301888","0.2672955974842767","","1.97"
"28513","0.39186081391860816","0.5155555555555555","0.3245206275421267","0.09877977919814061","20562.0","2.44"
"28515","0.3982793522267207","","0.4288804759329367","0.05949161709031909","","2.3"
"28516","0.290424739195231","0.4760392609699769","0.2539270107476084","0.14893114444313216","","2.17"
"28518","0.3031621017985189","0.623162583518931","0.3338812785388128","0.06812785388127854","","2.66"
"28519","","","","","28214.0","2.32"
"28520","","","","","29750.0","2.57"
"28521","0.27256398742703186","","0.3768300445576066","0.06492679821769573","21847.0","2.53"
"28523","0.3565833644162626","","0.2592797783933518","0.09418282548476455","","2.46"
"28524","","","","","","2.69"
"28525","0.4045751633986928","","0.27268339768339767","0.06660231660231661","20782.0","2.93"
"28526","0.2719127386053759","","0.32644865174985654","0.055077452667814115","","2.4"
"28527","0.19487577639751552","","","","25553.0","2.44"
"28528","","","","","22835.0","2.49"
"28529","0.3016659162539397","","0.3731082654249127","0.07334109429569266","22404.0","2.38"
"28530","0.40940632228218965","0.5284301606922126","0.3795805485134824","0.061304448029499886","19924.0","2.45"
"28531","0.151875","","0.3942766295707472","0.07710651828298887","","2.64"
"28532","0.5506448087431693","0.6798909000743864","0.293664043246681","0.10843469274187137","","2.76"
"28533","","","","","22857.0","3.11"
"28537","","","","","","2.05"
"28538","0.30521920668058455","","0.27314814814814814","0.06283068783068783","19496.0","2.71"
"28539","0.33950699533644235","0.6849208409031923","0.32066609735269","0.08208795900939368","","2.63"
"28540","0.4333066081525867","0.7120183773624308","0.30798249048008824","0.1466244350332752","24869.0","2.72"
"28543","0.995475113122172","","0.3426443202979516","0.10304158907510863","24361.0","2.84"
"28544","0.7780028357302006","","0.3223105902051067","0.08120552532440352","22597.0","2.52"
"28546","0.40750974930362116","0.7851743202076047","0.2726101831354397","0.14087341517407928","27322.0","2.67"
"28547","1.0","","0.18910117238384716","0.14329135909683022","23110.0","3.96"
"28551","0.22901325478645065","0.5644201000238152","0.33488137304391724","0.10560323069156992","","2.6"
"28552","","","","","13456.0","2.3"
"28553","","","","","","2.05"
"28554","","","","","29527.0","3.43"
"28555","0.3266051105862143","0.6233974358974359","0.31175934366453967","0.10756608933454877","20701.0","2.61"
"28556","0.29329173166926675","","","","29522.0","2.54"
"28557","0.35026889329182","0.5574283650373224","0.251088534107402","0.1913098693759071","","2.21"
"28560","0.31247003282558183","0.6401774909237595","0.3126694286737251","0.14280599457828244","24721.0","2.46"
"28562","0.31120987389895854","0.6553645182979541","0.2289772300293079","0.19361989930111972","27221.0","2.4"
"28570","0.28280876127369775","0.627680608365019","0.3138260814491101","0.11387674963582241","23908.0","2.39"
"28571","0.17680950666186532","","0.17092866756393002","0.22925078510542846","","2.31"
"28572","0.2373870743571925","0.5016519823788547","0.35891983840102065","0.07505847331490538","","3.09"
"28573","0.3008438818565401","","0.34440067529544177","0.12099043331457512","17637.0","2.48"
"28574","0.3034439962767608","0.703412717898355","0.32768984171508714","0.11901422560609097","","2.8"
"28575","","","","","","1.93"
"28577","","","","","","2.38"
"28578","0.2710163111668758","0.45390625","0.2255306603773585","0.06544811320754718","20188.0","3.03"
"28579","","","","","29875.0","2.35"
"28580","0.35465398427642436","0.546875","0.301528847226872","0.07264814194844325","","2.58"
"28581","","","","","","2.49"
"28582","0.032418952618453865","","0.39961880559085133","0.12960609911054638","37866.0","2.96"
"28583","","","","","","2.53"
"28584","0.27954888553414436","0.6344086021505376","0.22024471635150167","0.1878630577184526","","2.43"
"28585","0.29915209326974035","0.6210526315789474","0.3007628042135852","0.07482746095168907","","2.41"
"28586","0.2575095576187875","0.4346030289123451","0.3713872832369942","0.054190751445086706","","2.56"
"28587","","","","","","2.13"
"28589","","","","","40125.0","2.63"
"28590","0.270441285232969","0.7978312537136066","0.20265902299201075","0.25955967555040554","32575.0","2.63"
"28594","0.3232268543584191","0.4945226917057903","0.23053691275167784","0.26610738255033556","","2.04"
"28601","0.3451582178008255","0.606194328675329","0.25751924927815206","0.20034287776708373","","2.48"
"28602","0.3073453833513967","0.6431017947664064","0.30316168948214545","0.13104691382082137","21593.0","2.6"
"28604","0.30976146168161056","0.49096385542168675","0.17130120993419656","0.22734026745913818","","2.17"
"28605","0.26499143346659054","0.6089630931458699","0.20896070510466397","0.23723834006610356","","2.28"
"28606","0.06749740394600208","","0.3411144578313253","0.022590361445783132","24757.0","2.65"
"28607","0.5403062102184758","0.6233128834355828","0.17278617710583152","0.2302756955914115","","2.36"
"28609","0.17862890247827487","0.5807950438822922","0.39761207479161975","0.13899526920477584","25336.0","2.61"
"28610","0.19566544566544566","0.5844382414515004","0.3548720981812805","0.09980777761348514","22098.0","2.77"
"28611","0.4502840909090909","","","","16986.0","3.23"
"28612","0.2665208940719145","0.573037037037037","0.3329410380134165","0.08132281981875956","","2.72"
"28613","0.30795255021198237","0.6418106995884774","0.30719970156677445","0.11987067893558816","23153.0","2.69"
"28615","0.07730263157894737","","0.3737931034482759","0.04206896551724138","18022.0","2.28"
"28616","","","","","19280.0","2.39"
"28617","0.30973154362416105","","0.352112676056338","0.17152917505030182","20271.0","2.46"
"28618","0.1948368241597662","","0.20264026402640264","0.1782178217821782","","2.35"
"28619","0.41271186440677965","","","","","2.2"
"28621","0.2829654782116582","0.5699928212491027","0.3432259781740751","0.12403513441575725","19921.0","2.64"
"28622","0.1442528735632184","","0.3911806543385491","0.08179231863442389","","2.0"
"28623","0.21608348680171885","","0.39592760180995473","0.07390648567119155","","2.03"
"28624","0.38749302065884983","","0.39357142857142857","0.018571428571428572","14783.0","2.48"
"28625","0.2413380487675167","0.6654039208258358","0.32823927939025327","0.12837785818769729","23567.0","2.71"
"28626","0.2506297229219144","","0.3354564755838641","0.25849256900212314","","2.34"
"28627","0.39294306335204493","","","","","2.57"
"28628","","","","","25724.0","2.44"
"28629","","","","","",""
"28630","0.2563792843122452","0.6295450553311084","0.3008717839676802","0.09008434332695443","20399.0","2.68"
"28631","","","","","22045.0","2.05"
"28634","0.2902534808996787","0.5679347826086957","0.44564017660044153","0.08057395143487858","20644.0","2.95"
"28635","0.3134097926775474","0.43981117230527145","0.3179504580929759","0.0498812351543943","18543.0","2.74"
"28636","0.23187800292458743","0.4088800530152419","0.42543859649122806","0.07456140350877193","","2.53"
"28637","0.36689814814814814","","0.4408866995073892","0.09770114942528736","","2.73"
"28638","0.31350053361792957","0.5434636118598383","0.317498496692724","0.06265784726398076","","2.54"
"28640","0.3837800369685767","0.5151006711409396","0.28545780969479356","0.11759425493716337","","2.29"
"28642","0.3384103641456583","0.5590650663297536","0.3115296513107661","0.08042758971748537","17934.0","2.47"
"28643","0.1389545573942737","0.43879742304939157","0.3504656778199379","0.08313211452224906","","2.32"
"28644","","","","","20913.0","2.03"
"28645","0.2982279950008927","0.5354480570975416","0.3335262228178108","0.09490162636291649","17767.0","2.48"
"28646","","","","","18750.0","2.04"
"28647","","","","","","3.88"
"28649","0.06754772393538913","","","","14412.0","3.26"
"28650","0.24925425513247937","0.6914795447554598","0.38527309851965286","0.08499234303215926","24114.0","2.78"
"28651","0.29739830386660915","0.5010615711252654","0.37130977130977133","0.0632016632016632","17427.0","2.63"
"28652","","","","","","3.35"
"28654","0.17024202420242024","0.39282868525896414","0.3430994602929838","0.10678488820354665","","2.45"
"28655","0.2713063539363645","0.5561500902949635","0.27800635383573774","0.11348367272537889","","2.51"
"28657","0.19458526588286054","0.4588731545646279","0.3155402496771416","0.12082077772994691","","2.26"
"28658","0.275067214929622","0.6131705189707807","0.3216108587133322","0.11559818273599193","21595.0","2.6"
"28659","0.31926054186188635","0.5165911151405258","0.30722342885167797","0.08092202059833252","17060.0","2.42"
"28660","0.11222780569514237","","0.31086577571179547","0.14584543869843114","25545.0","2.73"
"28662","","","","","",""
"28663","","","","","29063.0","2.25"
"28665","0.13398140321217245","","0.38444193912063135","0.0935738444193912","26632.0","2.26"
"28666","","","","","25422.0","3.42"
"28667","","","","","16563.0","2.53"
"28668","","","","","26250.0","2.82"
"28669","0.35697492163009403","","0.3677730192719486","0.057815845824411134","16284.0","2.31"
"28670","0.1832258064516129","0.5452003727865797","0.31026785714285715","0.09419642857142857","19000.0","2.56"
"28671","","","","","","2.2"
"28672","","","","","",""
"28673","0.17547568710359407","0.6855381165919282","0.29448621553884713","0.20350877192982456","29438.0","2.63"
"28675","0.3005753382055668","0.4959036144578313","0.3246006389776358","0.12140575079872204","19344.0","2.27"
"28676","0.25280898876404495","0.47585601404741","0.25719424460431656","0.13201438848920863","","2.34"
"28677","0.38624531920723354","0.6337151394422311","0.3217429968875056","0.09608714984437527","22134.0","2.64"
"28678","0.22300426004815707","0.5073529411764706","0.35593697242543615","0.10073157006190209","22074.0","2.69"
"28679","0.3492489270386266","","0.3168103448275862","0.11063218390804598","22192.0","2.3"
"28681","0.22598935431613051","0.5380767092829349","0.39917264491804993","0.0730481227417919","21727.0","2.73"
"28682","0.2391304347826087","","","","30110.0","1.94"
"28683","0.1146869514335869","","0.447714949651433","0.07745933384972889","22288.0","2.35"
"28684","0.22379118528027386","","0.2949640287769784","0.09772182254196643","","2.55"
"28685","0.1890577507598784","","0.371824480369515","0.06620477290223249","17845.0","2.36"
"28689","0.10775193798449613","","0.4375","0.11805555555555555","","2.18"
"28690","0.20297653119633657","0.552698297718218","0.2946521674363176","0.12200208550573514","","2.39"
"28692","0.18386444107233182","0.5168128654970761","0.27781665500349895","0.19244226731980407","","2.41"
"28693","0.11655172413793104","","0.22989593188268684","0.07852412488174078","20000.0","2.36"
"28694","0.2624024526198439","0.5213882163034705","0.29407591344448386","0.12114224902447676","","2.11"
"28697","0.20868721184178599","0.5449409347714432","0.2642701525054466","0.14052287581699346","","2.43"
"28698","0.17272727272727273","","0.349527665317139","0.1126855600539811","26341.0","2.41"
"28701","0.1250352013517319","0.533816425120773","0.3465195891974135","0.16432103461392164","","2.51"
"28702","","","","","22361.0","3.0"
"28704","0.3141531090927238","0.6208675711828779","0.18596145730763822","0.24862849908566606","31007.0","2.47"
"28705","0.22663656884875846","0.32167510354348827","0.3184529536270925","0.11121801039060997","","2.35"
"28707","","","","","2499.0","1.95"
"28708","","","","","23044.0","2.51"
"28709","0.20706860706860708","","0.32427937915742794","0.11197339246119734","18244.0","2.59"
"28711","0.35677430093209056","0.5777241171143979","0.2611094085197671","0.19818163244458065","21525.0","2.24"
"28712","0.28636311371737383","0.4555246699096595","0.2600159385640803","0.19568209809461712","","2.2"
"28713","0.28805428805428807","0.41349206349206347","0.322720919397422","0.10607237148625563","23270.0","2.49"
"28714","0.25279920378203535","0.4428051350833493","0.32757623336914304","0.1332947690273531","20656.0","2.34"
"28715","0.25696706478465436","0.5829343846803717","0.2919451871657754","0.17920008912655971","","2.51"
"28716","0.26190047421814033","0.5593732301302624","0.3266257668711656","0.1060122699386503","23549.0","2.36"
"28717","0.22118380062305296","","0.26849894291754756","0.1613812544045102","25102.0","2.43"
"28718","","","","","24792.0","1.92"
"28719","0.2544043365775533","0.4142239308024988","0.3374595315178061","0.09236335936012188","","2.82"
"28720","","","","","18125.0","1.62"
"28721","0.32783828868609555","0.5669187767181848","0.28716540837336996","0.14783802333562113","","2.33"
"28722","0.3553947975988918","0.4889518413597734","0.266548463356974","0.14164696611505123","","2.4"
"28723","0.479613409845968","0.5428571428571428","0.2398559423769508","0.18775510204081633","","2.03"
"28725","","","","","51875.0","4.0"
"28726","0.39520426287744226","","0.2956436612824278","0.10915320606950563","17562.0","1.71"
"28729","0.24078230201987816","0.5868625756266206","0.2812903225806452","0.16129032258064516","25549.0","2.28"
"28730","0.1958351794417368","0.6826752045535397","0.2806603773584906","0.21757075471698112","","2.55"
"28731","0.25049051667756705","0.5729086722947045","0.22613752993499828","0.21108450222374273","25115.0","2.29"
"28732","0.22850733600097006","0.6933686000377858","0.26290204974479464","0.2114558859272462","","2.39"
"28733","","","","","","1.9"
"28734","0.29869879889128426","0.5107695890091978","0.3173766127380709","0.12369445013311489","21695.0","2.19"
"28735","","","","","","2.48"
"28736","","","","","28218.0","2.26"
"28739","0.24817073170731707","0.5595432300163132","0.20622046238344616","0.21586409503129392","26048.0","2.2"
"28740","0.16216216216216217","","","","","2.65"
"28741","0.2323260327141669","0.42090784044016505","0.1682153156039731","0.2925344440884332","29692.0","1.9"
"28742","0.14206642066420663","","0.31475252282556465","0.15905814512253724","","2.63"
"28743","0.2789183775663495","","0.32","0.0859016393442623","15879.0","2.08"
"28745","","","","","32396.0","2.58"
"28746","0.2258211678832117","","0.20763598326359833","0.24372384937238495","","1.97"
"28747","0.10717571297148114","","0.30957810718358036","0.09122006841505131","","2.43"
"28748","0.22625495109530352","0.5018060572381217","0.4088415971917508","0.0755813953488372","21844.0","2.68"
"28749","","","","","",""
"28751","0.18631778058007567","0.5471556886227545","0.3084669899291309","0.19246549794852666","","2.0"
"28752","0.3337301857269202","0.48361270953214913","0.3772716816195077","0.09169542213020473","","2.49"
"28753","0.267596980867123","0.4370935821317501","0.3215389900377877","0.10088171304248254","21117.0","2.37"
"28754","0.26102292768959434","0.5255309534568459","0.28157894736842104","0.19661654135338347","","2.49"
"28756","0.2345679012345679","0.4749670619235837","0.34459459459459457","0.154524089306698","23164.0","2.43"
"28757","","","","","26125.0","2.55"
"28759","0.12849083215796897","0.5986277873070326","0.2667603372139703","0.17723805700521877","","2.62"
"28761","0.22162883845126835","0.5019728189390618","0.34783400072806697","0.10866399708773207","21598.0","2.59"
"28762","0.24355764983065822","0.46466602129719264","0.35930047694753575","0.08247217806041335","","2.54"
"28763","0.2613768961493582","","0.2755825734549139","0.1534954407294833","27302.0","2.1"
"28766","0.2023121387283237","","","","23024.0","2.12"
"28768","0.203629570322925","0.5692631578947368","0.2617954837525243","0.181567835505783","23660.0","2.53"
"28771","0.15460815047021945","0.396888711607499","0.3546939508167295","0.09298151139831269","","2.61"
"28772","0.036490683229813664","","0.3339805825242718","0.05728155339805825","24259.0","2.74"
"28773","0.15880124009645194","0.5054080629301868","0.29375","0.17142857142857143","","2.39"
"28774","0.20030581039755352","","0.17272727272727273","0.2611570247933884","31398.0","1.85"
"28775","","","","","","2.67"
"28777","0.21449721662916024","0.5430604982206406","0.3563595109038195","0.08067565864111938","","2.36"
"28778","0.3246623311655828","0.5442057062345896","0.3105256259011666","0.19307904050334251","19309.0","2.36"
"28779","0.26916156890967974","0.5387619605545791","0.24354865913307472","0.20264800134930006","24002.0","2.41"
"28781","","","","","16928.0","2.39"
"28782","0.19971149222631832","0.530940594059406","0.2131275639773393","0.2494627857003321","","2.08"
"28783","0.40914948453608246","","0.4880461665292663","0.0494641384995878","","2.4"
"28785","0.27350765979926045","0.5387453874538746","0.2681092976343297","0.21089308637447277","","2.46"
"28786","0.27967766305716446","0.5258993879683534","0.26500537600404783","0.1469230282714566","","2.08"
"28787","0.1838530410620562","0.5578696343402226","0.30885650224215244","0.17194506726457398","","2.52"
"28789","0.3131087662337662","0.45230574857864814","0.3262757871878393","0.12160694896851248","","2.3"
"28790","0.141558047893301","0.5474060822898033","0.24727577535624476","0.17435037720033528","","2.46"
"28791","0.25653301416317575","0.5752826820075382","0.25925611413043476","0.20957880434782608","26858.0","2.31"
"28792","0.3692458374142997","0.5490974729241878","0.30053775005377503","0.14773069477306947","21130.0","2.46"
"28801","0.578652123100896","0.637895602137279","0.18377717135598004","0.257175119977416","20760.0","1.99"
"28803","0.4372461743396472","0.6753472222222222","0.197143484948363","0.3139529773676115","27990.0","2.24"
"28804","0.36214143112325314","0.5657250470809793","0.17536002204919726","0.2588713567146696","23913.0","2.33"
"28805","0.3675022893772894","0.5617844453217529","0.21647398843930635","0.23764450867052023","28371.0","2.08"
"28806","0.3897951923565584","0.605273874974547","0.24135367623632695","0.22114057134765833","","2.4"
"28901","0.21289468708640574","0.4164705882352941","0.3169596690796277","0.13081695966907964","15322.0","2.47"
"28902","0.25383542538354253","","0.36837029893924783","0.17068466730954676","","2.51"
"28904","0.2716124332200097","0.5295429208472687","0.3027681660899654","0.12016357345077068","","2.27"
"28905","0.20156774916013437","","0.2923154193872426","0.11401305876443998","26418.0","2.42"
"28906","0.21087387189082105","0.49887172365908694","0.3378255708400251","0.1126317994553453","19229.0","2.54"
"28909","0.017316017316017316","","","","30568.0","2.6"
"29001","0.21820062047569805","","0.3041907514450867","0.0708092485549133","","2.47"
"29003","0.2022673031026253","0.39477503628447025","0.24233261339092874","0.11771058315334773","","2.63"
"29006","0.30043361552756553","0.49495704146432573","0.3818267419962335","0.08286252354048965","","2.59"
"29009","0.19626926196269262","","0.3460207612456747","0.06862745098039216","17419.0","2.44"
"29010","0.2828959788559562","0.42500842601954836","0.4040271654950554","0.08423686405337781","18200.0","2.54"
"29014","0.22847301951779564","","0.3081395348837209","0.07475083056478406","22553.0","2.56"
"29015","0.2416058394160584","","","","","2.5"
"29016","0.2013370240768789","0.7606884057971014","0.20317460317460317","0.27806267806267804","","2.92"
"29018","0.20381231671554254","","0.44742268041237115","0.11216494845360825","15982.0","2.75"
"29020","0.27668312491347885","0.5191870165326862","0.32028402664320726","0.1411335930627121","22137.0","2.38"
"29030","0.25363070539419086","","0.29818181818181816","0.21381818181818182","","2.23"
"29031","0.16682554814108674","","","","","2.15"
"29032","0.29968520461699893","0.4879421221864952","0.4847890088321884","0.07327445207719988","","2.76"
"29033","0.3904834476335619","0.6208909370199692","0.2885106382978723","0.17069908814589665","","2.28"
"29036","0.07606833168908043","0.7001428571428572","0.19455417607223477","0.29246613995485327","38471.0","2.53"
"29037","","","","","","2.12"
"29038","0.24645770717045942","","0.3300613496932515","0.1423312883435583","","2.72"
"29039","0.21666666666666667","0.4087870105062082","0.36696501220504474","0.11554109031733116","","2.96"
"29040","0.2556093703667095","0.7110073901205757","0.3255354200988468","0.14217462932454694","","3.0"
"29042","0.33016088828461365","0.3646368305209098","0.22551834130781498","0.14003189792663476","13697.0","2.2"
"29044","0.2198581560283688","0.448444173276388","0.3672511731291677","0.09632007903185971","23128.0","2.56"
"29045","0.18941859442343215","0.7018395879323032","0.3253261009944466","0.14496965000645745","30904.0","2.64"
"29046","","","","","","2.2"
"29047","0.19639692852923804","0.34051724137931033","0.4015355086372361","0.10249520153550863","","2.4"
"29048","0.15803929854215085","0.5350819672131147","0.3932428690113542","0.0362780393242869","","2.54"
"29051","","","0.37915936952714535","0.040280210157618214","","2.56"
"29052","0.18744186046511627","","0.4704773869346734","0.0722361809045226","15284.0","2.74"
"29053","0.2977949047313209","0.5373708729997975","0.40624221797958","0.07304723167593592","","2.81"
"29054","0.20539024145877166","0.6081525312294543","0.313571850975754","0.17105263157894737","25304.0","2.78"
"29055","0.2536315425409269","0.3333333333333333","0.39826839826839827","0.06024531024531025","16915.0","2.73"
"29056","0.24570950188363333","","0.43823529411764706","0.05588235294117647","15625.0","3.05"
"29058","0.2718508997429306","0.4722004698512138","0.38719068413391555","0.07219796215429403","","2.77"
"29059","0.33183352080989875","0.4086229086229086","0.3828600405679513","0.08696754563894524","","2.84"
"29061","0.20595703795209663","0.6528730196263892","0.3380529245190899","0.15887120398398594","","2.74"
"29062","","","","","","2.43"
"29063","0.15080294412847106","0.7963946869070209","0.21647017108412375","0.28188990337736014","33535.0","2.87"
"29065","","","","","19544.0","2.38"
"29067","0.3184592296148074","0.48519800076893504","0.41428754320829597","0.050569709384201765","","2.84"
"29069","0.32937386752566944","0.35478927203065136","0.3882279273638071","0.09862241703193488","15438.0","2.61"
"29070","0.18590447433433982","0.5388118401987166","0.3666443530649326","0.11169551496605144","","2.51"
"29072","0.19396013148536168","0.7416714994522843","0.19808149544970075","0.27361919597715284","","2.61"
"29073","0.2305668500358766","0.7249614166192836","0.32970975878361575","0.1351024903193719","29688.0","2.67"
"29074","","","","","","2.04"
"29075","0.19814061592097618","","0.3301166063530358","0.08403699236027343","24361.0","2.83"
"29078","0.16390540027823447","0.5896894147475175","0.3472956095686425","0.1588048803919685","","2.8"
"29079","","","","","",""
"29080","0.20196264640709086","","0.3400900900900901","0.06171171171171171","","2.76"
"29081","0.14562410329985653","","","","21838.0","2.57"
"29082","","","","","19107.0","2.14"
"29101","0.17783066984019041","","0.4222560975609756","0.04878048780487805","22250.0","2.66"
"29102","0.2771812474329637","0.48047030689517733","0.3582994270530599","0.09474383459270946","18578.0","2.5"
"29104","0.18442622950819673","","0.3134765625","0.1279296875","16116.0","2.79"
"29105","0.28890959925442683","","","","27451.0","2.37"
"29107","0.17425187032418954","0.42697674418604653","0.3974527887571366","0.07992973210364515","","2.44"
"29108","0.3548404312093073","0.5002202643171806","0.36816758969419694","0.10209487117746208","21303.0","2.73"
"29111","0.300764192139738","","0.4411764705882353","0.0974264705882353","","3.04"
"29112","0.2489182998218376","0.417538213998391","0.38657171922685657","0.05629026788741946","19006.0","2.36"
"29113","0.22249269717624148","","0.5192761605035405","0.03068450039339103","","3.31"
"29114","0.22758964143426294","","0.44233576642335765","0.10875912408759124","","2.87"
"29115","0.4614963503649635","0.46492714334124025","0.3108248266826792","0.11496260712921011","","2.57"
"29117","","","","","",""
"29118","0.23188958850092223","0.5833510751543538","0.26990589938472676","0.18639160332971408","","2.49"
"29122","","","","","","1.63"
"29123","0.20842105263157895","0.5189979123173277","0.4577503180083591","0.06850808649827367","","2.79"
"29125","0.3654331370899916","","0.3419188667095943","0.0875724404378622","18205.0","2.38"
"29126","0.07811786203746003","","0.41560024375380866","0.07678244972577697","26604.0","2.29"
"29127","0.19484936831875607","0.5274837828610447","0.3223767383059418","0.16308470290771176","","2.36"
"29128","0.09659593280282935","0.5003186743148502","0.3209693372898121","0.09940652818991098","","2.54"
"29129","0.3702508960573477","","0.4161823871256147","0.10013410818059902","","2.7"
"29130","0.20434307139509453","0.5263157894736842","0.363709192870018","0.14179851792509512","25057.0","2.4"
"29133","0.27514792899408286","","","","20557.0","3.23"
"29135","0.26476945244956773","0.5683015808674503","0.3771871904919115","0.09177946517002311","","2.51"
"29137","0.2599309153713299","","0.4574726609963548","0.07594167679222358","20560.0","2.53"
"29138","0.39310921248142644","0.4227544910179641","0.36388735505245723","0.08324130314743236","","2.86"
"29142","0.2443247402847249","0.37279774489076817","0.3708197691624741","0.16809707013909442","16112.0","2.74"
"29145","0.4166666666666667","","","","17679.0","2.97"
"29146","0.15613825983313467","","0.4230769230769231","0.0662847790507365","","2.59"
"29147","","","","","",""
"29148","0.23507254464285715","0.43349977303676807","0.35356942102304667","0.10155518081319093","","2.37"
"29150","0.45367776483129635","0.5819285232636547","0.2623246719061407","0.12687549355093444","","2.5"
"29152","","","","","21909.0","2.49"
"29153","0.3180040458530007","0.5540378624490774","0.34542296689824276","0.09317531671434409","","2.58"
"29154","0.248373911498134","0.6751576292559899","0.29139665981771246","0.12528317791475685","","2.66"
"29160","0.19367492032360872","0.5384309040223019","0.41807072764302905","0.07905943343825217","","2.61"
"29161","0.3052086224442594","0.5428176795580111","0.3643670462156731","0.10529135967849966","22568.0","2.64"
"29162","0.25337222019686473","","0.3752821670428894","0.08239277652370203","","2.62"
"29163","0.24272349272349272","","0.3366564417177914","0.04447852760736196","16667.0","2.68"
"29164","0.22207053469852106","0.38629737609329445","0.3482770157243225","0.09635329541652726","","2.6"
"29166","","","","","24688.0","2.66"
"29168","0.2292736610418195","","0.31451612903225806","0.08709677419354839","18669.0","2.32"
"29169","0.47887078504835756","0.5868840960897773","0.23720792664892043","0.19124519372966578","","2.17"
"29170","0.2868553741700364","0.7103355252065419","0.3302431719318263","0.16351707908436142","30107.0","2.51"
"29172","0.2856824512534819","0.5833970925784239","0.4038720538720539","0.10336700336700337","24750.0","2.55"
"29175","","","","","24667.0","2.21"
"29178","0.20890740147388656","0.34555984555984554","0.3640312771503041","0.05430060816681147","20946.0","2.36"
"29180","0.25308462766729567","0.4577205882352941","0.377348803778622","0.08861279392134716","","2.55"
"29201","0.760655737704918","0.6966803092314688","0.1439641603099649","0.2961617629252936","12817.0","2.35"
"29202","","","","","","1.66"
"29203","0.5057400802496657","0.5868663902634746","0.3181710495143331","0.12094290452499408","","2.5"
"29204","0.4978898204940634","0.6183424886553618","0.20759649392588037","0.19275718898969707","20434.0","2.24"
"29205","0.5055439908237394","0.6622416081926797","0.14326853851691865","0.2819556253681524","","2.21"
"29206","0.3370666666666667","0.6729547641963426","0.105381688281432","0.3353265512153452","40237.0","2.4"
"29207","","","0.11260330578512397","0.3259297520661157","","4.17"
"29208","","","","","",""
"29209","0.39614448926800727","0.7049494820309502","0.24796048860078493","0.19583719186841292","24539.0","2.55"
"29210","0.5993331091683479","0.6936286310383566","0.25556528720531346","0.1734544923728195","23090.0","2.24"
"29212","0.258063367746529","0.7123006283228613","0.17188040523844822","0.28732394366197184","","2.44"
"29223","0.44070544901309205","0.7198911516853933","0.22544629877304181","0.2028551491539222","27929.0","2.44"
"29225","","","","","8968.0",""
"29229","0.30452508960573477","0.8363166800249354","0.15709527469711942","0.25119871161377694","","2.89"
"29301","0.4286026541764247","0.6681657127282639","0.28934794828555366","0.17631628255574291","22054.0","2.54"
"29302","0.23156023866954425","0.6208053691275168","0.21770458054554812","0.23160061760164694","26046.0","2.33"
"29303","0.5211991034740381","0.5048756704046806","0.32811984425526297","0.08018214215006929","","2.47"
"29306","0.52365243781751","0.5344273992151266","0.29825834542815677","0.10004146796599626","","2.48"
"29307","0.37423179420242564","0.5321192715629378","0.2623588648153799","0.1873664937442783","","2.25"
"29316","0.22116046831955924","0.7217870612126487","0.2717206668763762","0.17848379993708713","","2.66"
"29320","","","","","12955.0","4.99"
"29321","0.2879522566206639","","0.3923117430226435","0.04160084254870985","","2.47"
"29322","0.17803660565723795","0.5183838383838384","0.3446126447016919","0.1332146037399822","23879.0","2.58"
"29323","0.25799305914494575","0.4958760309922519","0.33749484110606687","0.06840693355344614","21341.0","2.54"
"29324","","","","","18875.0","2.0"
"29325","0.3871084686774942","0.4769924812030075","0.32602071907373553","0.10704854763355677","17840.0","2.62"
"29329","","","","","17917.0","2.65"
"29330","0.37668858338314404","0.5110775427995972","0.3275862068965517","0.10233592880978866","18032.0","2.77"
"29331","","","","","6767.0","4.19"
"29332","0.14269535673839184","","0.32024597918637654","0.07710501419110691","","2.46"
"29333","","","","","","2.31"
"29334","0.3187452180566182","0.6871825515386913","0.30088074268031423","0.17638657462508928","","2.72"
"29335","0.17058152793614595","0.5389705882352941","0.3574097135740971","0.06425902864259028","22088.0","2.69"
"29338","","","","","",""
"29340","0.3158880254657804","0.3931243320270752","0.3893534570671018","0.08137874770548643","18449.0","2.77"
"29341","0.31286311559971763","0.5440837696335079","0.35395962732919256","0.14945652173913043","","2.53"
"29346","","","","","14750.0","1.68"
"29349","0.16767942745256903","0.6331133113311331","0.31509350175161593","0.14304041051956382","23616.0","2.72"
"29351","0.2032838154808444","","","","22143.0","2.46"
